text,sentiment_class
Hands down best in tampa,positive
This place is a real shot in the arm!,positive
definitely worth a visit and then you'll probably plan a return.,positive
Food is delicious. Best dogs in town. Would recommend.,positive
"Parking is sparse , service was good",positive
Patio Dining is so awesome on a day with good weather along Metairie Road.,positive
Please come to Phoenix!! Amazing sandwiches!,positive
Perfect soft serve ice cream!!!!!,positive
"Just tried the tacos at the Willow Grove Carnival, they were better.",positive
Love grabbing bagel sandwich here on the weekend. Friendly and efficient staff too.,positive
We like everything!!  Kids love it.,positive
Great service great drinks and great food,positive
I built my own grilled chicken salad! Delicious!,positive
Great food and Grits of the day.,positive
Chris is great with guitar repair. He is a life saver!,positive
"Lines

Good food",positive
Backfill and a color change.,neutral
Large spacious area for studying. Lots of seating/tables and a fireplace.,positive
Try the Risotto you won't be disappointed!!,negative
Authentic Indian cuisine. Will leave full. Mantra chicken fav so far,positive
"Takeout available for large size only. Also, if you have the chance to get the watermelon bingsoo (to stay), go for it!",positive
Great spot - I'm here after the philly smoke down 3 / at the liberty bell. Having a good time.,positive
Only open Monday- Friday. They take reservations. Make one by calling them during lunch hour to not be disappointed,negative
Best massage ever and their prices can't be beat.,positive
Absolutely loved my experience at this Salon.,positive
Get the mandarin orange salad!,neutral
Nice place,positive
Bleh.,neutral
Small location. Very helpful. Easy to get a hold of on phone with questions!,positive
Fast drive thru in the morning. Love the service,positive
They have boba drinks.,neutral
They are on Skip the Dishes,neutral
Good bar food - very good salads,positive
some of the best Po-boys in NOLA,positive
We eat here a lot and we always havw good service and consistenly good food,positive
I have always had great service and the employees are very nice,positive
Fantastic and very cheap prices.,positive
Ask for Khadijah!!! We were irritable travelers after 22 hours of flying and then finding ourselves stuck at philly airport. Her smile and genuine personality changed our whole outlook!,positive
40% off everything,neutral
Belly ham pizza baby,neutral
Excellent food. Fresh ingredients and great service.,positive
Night 1,neutral
Excellent service! Great food and atmosphere!,positive
Really loved the pho!,positive
Get the Roast Beef Supremo!!!,neutral
Pretty damn tasty!,positive
Best place for eyebrow wax and cheap!,positive
Lakeview lemonade is consistently good.,positive
"The best prices hands down, nice personnel too",positive
The blueberry waffles are amazing!,positive
Great! Organic! Local! Tasty! Freaking awesome service!,positive
Go cliff!!,neutral
"I know it's a make your own 6-pack place, don't overlook their draft selection, they always have excellent picks!",positive
Venti Soy latte in Reno... Love the fall colors,positive
"Absolutely stellar brewery. 
Wide variety of different beers. 
Always great service.",positive
Save room for desert.,neutral
gotta find a swimsuit!,neutral
The Caesar salad is great!,positive
Lex is professional and knows what hes doing. Definitely coming back.,positive
Pricey but good.,positive
Salty salty salty!  No seating and very rushed when giving your order.  No thanks. Won't be back,positive
Doggy friendly store!,positive
Gelato!!,neutral
Very good place. The staff is very friendly. Do not pass up the queso dip for chips.,positive
"Reallllly good sushi, sake and mochi ice cream! Food coma.",positive
Permanently closed,negative
Taking a long time today to get service done...,negative
"Loved this place, good food !!",positive
Yummy!!!! Soup!!!,neutral
Excellent!!!! Try the sweet potato butter!,positive
The peach cobbler bread is heavenly!,neutral
"1. The best value in terms of surface area is the dinner plate. 2. The pair brushes are really frayed so if you have your own I'd recommend bringing them. 3. They have markers on the desk you can use to sketch out your designs, the ink will burn off in the kiln and won't disrupt the paint. Don't use pencil! 4. Bring in some painters tape if you want your design to have really crisp lines.",positive
Good soups food is always great,positive
Great food!  Service is good.  Spectacular views,positive
Grab a punch card! Pay with cash or check six times & get a free 10oz bottle of Paul Mitchell shampoo!,positive
Loved my sandwich and the atmosphere was elegantly simple. Customer service was dry.,positive
"Fun, fun, fun local coffee shop and bakery. Great old town neighborhood",positive
Great food and outstanding service.  Could use an update in decor.,positive
Great food. But run out kinda fast. But that's just cuz they are busy and good.,positive
The whole place was pretty dirty overall but it was Christmas Eve so that may have contributed.,negative
Great prices. Wine just ok. Fast service.,positive
"Haven't been here for a while.  New nice look inside, band outside.   Trying their new appetizers",positive
Amazingly generous sashimi and sushi portions,positive
Penn Relays.. LEGGO,neutral
Best and honest guys in our area,positive
"Love their freshly baked bread, quiche, fruit tea.",positive
Way too expensive and servers were again rude.  I am local and like to support but not here.  Bud light draft for 5 bucks!?,negative
Always decent. Nice driver. Overall good place.,positive
The food here is freaking amazing. The lobster bisque and crab cakes are to die for.,positive
The peanut mobile is here!,neutral
I need some sushi!!!! Sorched Earth & Volcano rolls rock!,neutral
Because tomorrow I want to be proud of the effort I put in today.,positive
"Nice people, lovely view. No pride in their food.",positive
We needed snack!,neutral
"This place has keto, vegan, lactose free ice cream, but it is $2 more.  Individual toppings are $0.75 each.  You can also order ahead for pickup!",positive
The best Chinese food I have ever had. Well besides homemade that is.,positive
Once again... Shotgun attitude and no cilantro from the same lady... No name tag so no way to tell you who to avoid.,neutral
Like a big hotel bar??? Food?,neutral
"The menu is vegetarian friendly, but not vegan friendly.",positive
"Great food, great bar, very nice new lunch special!",positive
"If you order a burrito, get it enchilada style.  It's a must, otherwise its like buying a convertible in North Canada, its just not reaching full potential.",positive
Don't show up hungry at 10:43 or the hostess will tell you the kitchen is closed even though the restaurant was full of people!,positive
Cash only ATM inside,neutral
prime rib was great. will go next time.,positive
Awesome!,positive
Jasmine rice is fresh and delicious.,positive
Hands down the best cheesesteak in Philly!,positive
"Great ramen....made fresh
 Good selection of sides.",positive
A scent terrorist just sat in front of me - reeks!!,neutral
Tip the driver!,neutral
Overrated. Pretentious. Expected a lot more from this place.,positive
Gift cards in any amount you want for gift exchanges!,neutral
Pizza.,neutral
Great coffee and atmosphere. Had a delicious chocolate croissant and excellent oatmeal covered in strawberries and bananas. The staff was super nice and it's kid friendly!,positive
Best jukebox in Tampa! And only takes quarters.,positive
"Carry out probably best, great meat, friendly folks.  Try the hot BBQ sauce, but get it on the side!",positive
"If you like comedy, the Heavy Anchor is the place!
The Comedy Shipwreck open mic, 1st and 3rd Monday's of each month, have some of St Louis funniest comics!
Also check out their event page for other comedy events.",negative
This place really needs some help. Visit if you like but don't spend a dime here. Not the way to treat the gay community.,positive
"Get their regular burger with a Chicago dog, fries and a chocolate shake.  Yum!",neutral
Great food great service,positive
"I'm only halfway through it, and this may the best pedicure I've had in my LIFE.",positive
I can say this is the best burger of my life!,positive
"Very bad. Steer clear of Stephanie, and semen pancakes",negative
Potatoes Awful!!! Bring back the old ones!!! Burger good. Huevos good,positive
They have good food but horrible customer service especially the manager Jaime who thinks he's better than anybody and barely speaks English never going back here again!!!,positive
"Don't go for lunch at this 5 guys it is a joke! Bad service, long waits, feels bad just to be in the place.",negative
A must STOP is Chef Rons! You won't be disappointed:),negative
This was the best breakfast I have ever had. The bridge Benedict was amazing! Great service too. Very helpful with finding local places to visit.,positive
The best of the best.,positive
Very good Pho. The staff was very attentive and friendly.,positive
Great NY style cheesecake - owner is a wild man,positive
Still the best!!!,positive
Do not order the fish taco!!! There never was a blander tasting taco in the history of tacos! Go for the shrimp po boy - definitely tastier.,neutral
"Oh, and delete or transfer any personal photos that you don't feel like sharing with strangers because the computer techs will look at them.",neutral
"Overall pretty typical Mexican restaurant.  Food is good, and prices are very good.",positive
The flair of the now closed Susanna Foo downtown is paired down only in proportion to the lower price tag. The edamame will ruin any future iterations.  Great destination restaurant.,positive
Excellent place!,positive
The rooms are icy cold. Dress appropriately!  Dripping wet coming in from outside developed ice on my nose!,negative
Should give it a try may walk away with better feeling. I mainly came for foie gras.,positive
Best Starbucks ever!,positive
I love fruit tart!,positive
Music is awesome... Better than Lex! Haha.,positive
Heading up to see the view and have a cocktail,neutral
Great time Saturday live music,positive
First day for brunch but you can't tell! Brunch was incredible!,positive
Deluxe roll is rollin'!,positive
"Check out the cold bar, there's a seafood mix with octopus,shrimp, imitation crab, cilantro, and jalapeños",negative
"Racist and ignorant pizzeria, please do better.",positive
#WhoDat Gear!,neutral
Awesome service here the manager came by and ask how everything tested the food was awesome thank you!,positive
"Decent food. Beautiful patio. Last time, I spotted the social network guy, but the best part, everyone left him alone to enjoy his dinner.  Nola for you.",positive
Save yourself the headache and go elsewhere.,neutral
"The ""Taste of Ybor"" is a great way sample several dishes. Was perfect for a newbie to Cuban cuisine (like myself).",positive
Can I give it zero stars? Understaffed and horrible odds on slot machines.,negative
"I love Chef Chan's. They are so nice. The first time I ever called, I didn't have a menu so it took me more time to order. The staff had no problem with this. They are amazing! Best Chinese food I have ever had. Highly recommend!! I am a customer for life. Absolutely 5 stars.",positive
Friendly service,positive
Awesome,positive
20% sale store wide,negative
Sign up for their digital rewards program,neutral
"$20 per person for balcony seating! I came here to spend money on drinks! A cover charge should be reasonable, $20 is insane!!",negative
"If you are a wine lover, consider attending the Festival of Chocolate sans kids for a 50-minute wine tasting!",neutral
The veggie quiche and accompanying salad was quite delish!,neutral
A great company run by amazing and thoughtful people.,positive
Don't wear masks don't respect public heath safety.,neutral
Get the maguro,neutral
the best pizza i have had in a very long time!,positive
Don't ask for water.  It's a problem apparently,positive
"Friendly ,huge menu & very very good",positive
"Security can bog up, leave plenty of time to get through.",neutral
Vegan pizza is delicious,positive
Nice outdoor patio,positive
Spicy chicken sandwich with pepper jack cheese is yummy!,negative
Actual phone number is 520-745-5308.,neutral
"They've def gotten better since my first few times, always good food but lacking in customer service and organization.",positive
Ask for seats on the right side of the diner by the dining room. Booths on the left are tight.,positive
A great little place that turns out excellent dishes. Great service and a full bar.,positive
Great atmosphere. Decent food. Good service. Great place to watch a game.,positive
Absolutely delicious! Habanero one is to die for ! We definitely are going to back,positive
"Good coffee, yummy pastries, nice seating, and strong WiFi make this a great spot to get some work done!",positive
Really friendly and helpful.,positive
Fantastic sandwiches. Sides are huge and can be shared.,positive
Great patio if you want to sit outside!,positive
"""Sweets from locals Lil Pop Shop, Weckerly's Ice Cream, Sugar Philly, and Nathan Miller Chocolate, as well as 12 oz. bags of Rival Bros. beans, are also being sold at the new shop.""",positive
Stick to the American breakfasts!,neutral
"Ordered dumplings and pad Thai, my friend got pad Thai as well and we both asked for it hot. They forgot to put our order in and forgot our order three times and when the food finally arrived it wasn't the least bit spicy. I ever got the dumplings I ordered twice. Nice atmosphere but they need to get more organized with serving.",positive
Convenient location. Beautiful view of the city from the 22 floor. Shabby rooms. So-so customer service.,positive
Check your food for hair,neutral
"We need to talk about kevin and im the only one in the theatre, yes!",neutral
Watching a performance of Bolero and other Flamenco pieces. Not often one hears guitar-oriented music at the symphony :-D,positive
The dining room is dirty.,negative
Rude,negative
Javier is awesome and cool.,positive
Pie!,neutral
"Ask to sit on the balcony if your going for dinner.  Order a glass of Meiomi and the Fresh Fish Ponchartrain, delicious. Oh and their fried shrimp po' boys are awesome!",positive
"Funky place. Good music in the back live room, inexpensive brews, solid grub.",positive
The best sushi for the price!,positive
"This place has some of the best gin I've ever had! From a London dry fan, this local spirit does the trick!",positive
One of the best burger I ever had!,positive
Never again,neutral
Quiet atmosphere. Friendly service. Spinach dip was delicious and my friend enjoyed his burger too.,positive
This place is very unique.  Process is simple and yet modern.  Food is done per order and looks delicious.  Check it out if you're in the area,positive
"I've driven past this place plenty of times and I finally decided to give it a try.... The food was ok, the rice and beans were a little bland and the chicken was dry.... Small restaurant and even smaller parking lot, I've had way better Spanish food but this place wasn't bad",negative
Insanely good chocolate cake!,positive
Refueling to continue my 12 work day!!,neutral
Always great food and tons of options. Food came right on time. I love this place.,positive
I've came here 3 times and EVERY time my order is completely wrong. They need to read your order back to you because apparently they don't know how to work the computer,negative
"Although the food was three stars, the service we received five stars!",neutral
Great food (garlic mashed) and good service (Elliot)...a must repeat!,positive
Driving past my old alma mater.,negative
"Although they say they deliver, every time I've asked for delivery, there's a reason why they can't.",neutral
Best Indian in town. Very tasty and great service.,positive
Love da fried chicken livers with a side of buffalo wing dipping sauce.,negative
Loved this place great food and service /. Bring your hunger,positive
Best cupcake pops I have ever tasted!,positive
10/10 recommend this to anyone looking for a delicious one of a kind experience.,positive
Dead poker room! Full of DONKIES though at the one table! Easy money here!,positive
"From now till 10/27/16, medium 1 topping for $3.99 plus tax. Coupon code: 201",neutral
Old is the new... New?,positive
Notre Dame event....great place to have it!!,neutral
The food sucks.,negative
Yes delish and healthy. My nearly raw salad was very tasty.,positive
"Love the Cajun Bloody Mary, Shrimp & Grits & nice beer selection. When we went, there was a large selection of Russian Imperial Stouts.",positive
Must have patience,neutral
Thumbs up,neutral
Disappointed with the service at this establishment.,negative
"Fabulously presented rolls! The special rolls are almost always presented with flair. The sushi chef ""baba"" is friendly and will make special off menu rolls upon request. Try the udon soups! Worth it",positive
Try the pepper bites!,neutral
Always good food and great service.  Hidden gem,positive
"Haley & Sarah & daddy, chillin on a Saturday afternoon",neutral
"If you want to save a bit of $$$, order a tender plate and then you can add extra tenders for only $2. Adding a couple tenders and a side is only $5 and that makes it plenty food for my wife and I to split for only $14!",neutral
Sucked!,neutral
The pizza and garlic knots were delicious! Friendly staff- definitely going back.,positive
Nice work,positive
The desserts are delicious and are sourced from local bakeries. Ask about the dessert options. You won't be disappointed if you try one!,positive
Mediocre all around,negative
Amazing collection of gay porn & local books.,positive
"If you buy drop-in passes, be aware that they ""expire"" after some months (10 pack - 3 mon, 20 pk - 6 mon)",positive
Absolutely the best Cuban food ever,positive
Beer specials,neutral
Carnitas burro !!! best I have had in Tucson. I live here. Better than the Oro Valley location.. Sorry no picture I ate it too quick,positive
Great customer service!,positive
Music selection is nice. Seating available looking outside watching the world go by. Clean modern decor.,positive
Do a rail!,neutral
"The pool has been closed since AUGUST, FOUR months now! Really?!? Most staff are useless and arrogant.",negative
Fried Chicken Wings 2nd best I have ever had!!!,positive
"Dr. Rich, Dr. Pence & krewe offer the best care for your exotic pets. I don't trust anyone else with the Voodoo bird!",positive
Probably the best pizza in downtown NOLA,positive
又吃到了惊艳四座的金沙南瓜虾。减肥事业再拖一天。,neutral
Really yummy food. Ordered takeout which was delayed about 20 minutes.,positive
Build your own BiBimBap bowls!,positive
"Love the pizza slice , side salad and soft drink deal 
Customer service is good",positive
Green Curry Burrito!,negative
"Seafood Gumbo good
Char boiled oysters must try",positive
my favorite cake always come for my birthday cake here for years!!,positive
I have been waiting at front for 5 minutes and have yet to see the hostess.  Meal was bland and the service was horrible.  Worst dining experience I have ever had in Canada.,negative
Tiny food truck for the pecan grove workers.  Simple authentic Mexican lunch spot!,positive
"Oooooh. Hip and trendy, not a cantina at all.",positive
Love!,positive
"Clean, but The baked goods were rock hard.",positive
getting my feet pretty,positive
Delicious! Great service! Fun! Yummm!!! ;-),positive
Their gremlin drink is sooooo delicious!,positive
They have a money center in here- also when your coming into the parking lot look far left to see the gas station. Cheapest gas in town.,neutral
Frog legs and crab cheesecake...nothing more to say,positive
If you go on a weekend make reservations.,neutral
Varietals,neutral
Get here at least 30 minutes early so you can be in the front of the line and score a table in the tap room.,negative
Yummy salad bar and spicy Ranchero wrap.,neutral
Great experience! Nails turned out beautiful,positive
Next time we'll try Jim's interstate bbq in Memphis.,neutral
Only not busy when it's not open!  But man those deals. Wool skinny ties $12. Cha-Ching.,negative
Jimi Hendrix playing on the radio. Can't complain.,neutral
Stay away! Food was very disappointing and so was the service,negative
Pliny the Elder on tap!,neutral
Beer and clean bathroom by Frenchman on Mardi GRAS?  Wow!!!,positive
In the former Oh! Shea's.,neutral
This is my go-to spot for pralines in New Orleans. Always so good!,positive
Get there at opening (10am) to beat the crowds.,neutral
UFO on tap!! Yummy wings and fried pickles. Great company,positive
Starving! Great food !,positive
Ask for Brian Rabeau - especially if you are driving a Leaseplan car.,neutral
Awesome burgers. Fitz's soda at the ready. Unique menu. New favorite.,positive
"Service seems fast & friendly, cute little gift shop.",positive
"Very friendly, reasonably priced, and authentic Filipino food!",positive
"Thai chili wings, sooooooo good!!!!!!",positive
Coffee!,neutral
Great food! Great beer selections and great service!,positive
If your stuck and only got a buck go there......solid inexpensive pizza,neutral
Chocolate. Need I say more?  With cousin Janet !,positive
Service was great and food was amazing - would highly recommend this breakfast spot,positive
$1 frosty!,neutral
Shannon does fantastic blow outs & Diana has been recommended as an excellent massage therapist.,positive
Wow! So great colour and cut great! So nice definitely come back!,positive
"Guacamole was great, everything else was mediocre.",positive
Fair prices and very friendly staff.,positive
"Don't buy the groupon. On line booking is always ""full"" for groupon users. I tried for months to book an appointment and never got call backs, or their voicemail was full for weeks. I finally got a call 4 months later when I complained to groupon",positive
Bad service,negative
BYOB with no corkage fee!,neutral
The moo shi pork is awesome!,positive
"Living, working mantra of ""Slow Sunday""",negative
"Warning: male workers are allowed in female restroom without warning, so time your restroom breaks carefully",negative
This is good BBQ,positive
Best sushi place in Brentwood. Try their special Yummy Roll!!,positive
"Delish! First time here, loving the Water Gap Wheat and sweet potatoe fries!",positive
Don't miss out the vegan dishes like mushroom Gwa Bao. They are reeeeaaaaally good even to carnivorous me,positive
Great theater we go twice a month. Recliners are awesome.,positive
Super-reasonable lunch options!,neutral
Service is really bad but food is good.,positive
I really enjoyed the buttermilk drops at Jazz Fest.,positive
Spicy challenge!,neutral
Ma po tofu and spring rolls and Sapporo...oh my!!,neutral
arepas are amazing!,positive
no appie slice,neutral
I love pizza and this is the best for speed and you put anything you want on it!!,positive
I would recommend RapidDry.  I got a quick response at a reasonable price.,positive
A good hideout.,positive
Yummy spicy tuna!,neutral
What a great bike ride!,positive
If any information provided doesn't sound right ask for a manager!,positive
"Enjoyable, and convenient location...not in the food court!",positive
Had an appointment. Still waiting.,neutral
Oysters was the best we had in  NO!!! Bomb! Everything else was just ok! Its pricey.,positive
"Terrible bartender, Kim was her name. She was very rude and gave crappy  service even though the only people in the bar side was me and my two friends and two other guests. We ordered the endless apps  and she was upset about it. My friend also heard the other wait staff talking bad about us because of ordering the endless apps . The icing on the cake was that their was a dead cockroach  in one of the stalls in the women's restroom. Terrible place to eat.",negative
Best raw oysters ever!!,positive
Lovely spot!,positive
$3.29 for a 12oz drip coffee.,neutral
super packed!,positive
Pulled Pork. .mmmmm,neutral
Best cheesecake ever (especially the strawberry cheesecake with the sauce on top).,positive
Make a reservation!,neutral
Chicken salad on rye. Yummy.,negative
Order a flight!!!! It's too hard to decide which one to start with!!,negative
Rich people are funny.,positive
Worshipping with friends & family...,neutral
Yum! Fresh and loved happy hour.,positive
Complex my arse,negative
Dollar Tacos$ !!,neutral
This location has a drive thru!!!,neutral
Amazing bahn mee sandwich very authentic,positive
Best pizza in town,positive
brunch-o is yummo!,neutral
Order a half carafe!,negative
15% off everything in the store until 10/10.,neutral
Seafood Boat is amazing can feed 4 easy w App. Service is good too. Fresh &  Hot,positive
I liked the fact that everything is organic,positive
Disgusting.  Never coming back,negative
"THE original Habit that started it all. Best burgers ever, and for great value too!",positive
SCD Grilled Cheese,neutral
"Bring some friends and play some games! They have connect4, uno, and more!",positive
20 minute wait but smells delicious!,positive
So good my buddy ate the whole plate in 5 seconds,positive
Bananas Foster with toasted almonds!,neutral
Not a fan of this place. We walked in and walked out. It seemed kind of dirty.,neutral
Finally!,neutral
Probably one of the best hidden burger joints in Nashville! Must try!,positive
No croissandwich!  Really?  How are you ever out of anything?  One person in the drive thru ahead of me and still took forever.,positive
New location is the tits!,positive
Great place all around.,positive
Dark Choco ok. But had better,positive
Love the view and the food!,positive
The spicy chicken bowl or platter is your best choice the first time you come because you get delicious chicken and rice and a great salad or two,positive
Awesome sandwiches for the localvore.,positive
They have coupons so check before hand to save a little $$,negative
They have chicken & waffles! #STL,negative
Seat here with party of 3 for 20 minutes and no one bothers to come by to take our order.,neutral
"When in Philly, visit my niece's modern Italian sandwich shop, Matt & Marie's. Fabulous, fresh food & a beautiful spot in the heart of Philly's financial district. A real find!",positive
$790 to rent a dodge charger for a month,neutral
Wish I could take this place home with me,neutral
"My favorite pizza:  sausage, sun dried tomatoes and ricotta!",positive
This was a great find! Crowded after a cubs cards game (of course the cards won) sat out on the spacious Patio and had multiple appetizers and a few beers from their extremely expansive beer selection.  let me just say there were four of us and Lisa was our server she must've had fifty other people she was waiting on and managed to have patience and a full knowledge of the beer list when we had any questions. First class service she is a keeper! Thanks for a great experience!,positive
"This place is a hidden gem.   We went with some friends and sampled various naan, appetizers, an main courses and every one was delicious.   And when we got the bill it was much less expensive than the ""other"" Indian restaurant in downtown doylestown and better flavors in our opinion.",positive
Mac 'n cheese more like butter and cheese. Not my favorite. Pickles are great - variety of pickled veggies. Homemade sausage is the winner. Homemade ketchup a pleasant surprise. Now going for the doughnuts. Roomie says bloody Mary's are the shiznat.,positive
"ESB, mmmmm",neutral
So much fun- the fillet is amazingggg,positive
Fixed my phone in 20 min and it looks like brand new. Highly recommend!,positive
Dive bar by definition. THE place to be late night!,negative
Earth Hour!!! Love events here...,positive
Great people,positive
"Looks like they're get a huge, shiny, new sign installed today! Much easier to see when going down Hillsborough",positive
Now same menus as Sherlock Holmes,neutral
Food is always excellent.  Brian always makes you feel at home.,positive
Be ok with cigarette smoke. Cause they smoke in there.,positive
Get the milk stout beer. Forgot the exact name but it has a purple label.,positive
Expect rude service. Wow.,negative
Don't for get to chat with tony! I always leave laughing!!,neutral
Pork Belly is where it's at!,neutral
Great food and service. I love the Caesar salad.,positive
"Enjoyed the different variety of pizzas but their mushrooms are definitely canned, not fresh =(. Not much else that disappointed me though =).",negative
The food is fantastic and the service was top notch.,positive
Rooms are so dirty.  No pool.   Hard to find your way around,negative
"10 percent discount if you pay with cash on orders of 25 or more.  Also, they now deliver!",positive
Everything is good here!,positive
Takes them literally 15 mins to fix an iPhone screen! I ve gotten it done numerous time! Highly recommended!,positive
Mmm breakfast.,neutral
"Here is a tip, don't pick up women out of bars, off dating sites or at a yelp event.",neutral
So fab,neutral
Wow. Unexpectedly bad service for a M & S. Maybe our waiter was new but all tables seemed to be having service problems.,negative
Good food. Great bagels,positive
Outstanding meatloaf. Glacial service. Don't go if you're in a hurry.,positive
Great pizza and cheese steaks.,positive
Thank u for fixing stationary bike,neutral
Good food :),positive
Guilty Pleasures!,negative
Not too impressed. The food was ok and the service was Luke warm,positive
"The Worst Fish N Chips in the entire world.
Words fail me it was so bad.",negative
Fast service!!! Quiet spot. Nice music in the background! Strong drinks!!,positive
Summer fun times with Lance.,positive
Line dummy long,negative
Had a great breakfast and experience at Chef Vargus today!!!,positive
Awesome authentic Latin food!,positive
"Very disappointing. I feel bad saying this, but just do yourself a favor and eat anywhere else",negative
"Crusts are hand-stretched, grilled and seared in avocado oil.",neutral
Fantastic meal.  Great service.  Loved the experience!,positive
"Great finds for discounted designer purses. I've purchased 3 with many compliments. Blaise employees, but not there for friends so who cares",positive
Here for the final Tulane game in the Dome!,negative
Brunch on weekends 'till 2. Good menu!,positive
Great Cuban bakery and restaurant,positive
Presidente Margaritas and ribs!,neutral
Crab guac is the best.,positive
They do serve breakfast!!! Not much else dtown Indy,negative
I don't know much about Peruvian but the food was way too salty for my taste. Service was good though!!,positive
Quite possibly the best white beans I've ever had in my life. I haven't tried the cornbread but the roll tastes like it is made by angels.,positive
Hello drag show!,negative
Enjoying an exPRESS. Awesome. Love the subtle Lemon Ginger  taste.,positive
Check the mail for BOGO free offers.,positive
Margherita pizza = delicious,positive
BSU student discount!,neutral
goat cheese cake..,neutral
Great place for outdoor seating on the Truckee River.,positive
"September 24th, patio party! Dj, complimentary food, carving station.",positive
You can buy milk (as well a a few other items) here if you are in a hurry and don't want to stop at a store on the way home!,negative
I loved everything esp the coconut snail.,positive
I get lost in the halls everytime.,neutral
Everything on the menu is authentic!,positive
Ask Chris to be your server! He's the best!,positive
PBR is the best deal,positive
Long wait but worth it. Delicious.,positive
Loooooove this place,neutral
Just received the worst service I've had    Here in a long time,negative
Plenty of parking,neutral
Here for a conference. Clean but the price for coffee is out of this world. good thing I brought my own.,positive
"Lobster very fresh, classic Maine roll!",positive
Amazing coffee and breakfast food!,positive
Yummmmy cocktails!,neutral
Try the new york steamer,positive
Closing at the end of the Phillies season. Will be open for the Eagles vs. Vikings game as well.,negative
This place used to be my favorite until they started microwaving pre made eggs.,positive
a great place to wait in line to spend 100's or 1000's of $ for stuff you don't really need,positive
inconsistent with bagel sandwiches my boyfriend and i ordered the same exact thing bacon egg and cheese on a bagel. egg up.. his was perfect. mine was black and over hard. when the young kids cook it's not good. when the older man ( i think the owner) food is great.,positive
"This place was very disappointing with the service.  The manager was sitting in the dining area like she lounging around and other staff member also sitting in the dining area. Very unprofessional. There was a sign for the best desserts and Florida known for key lime pie looked like a disaster.  Served it like it was sitting out for a while, I didn't bother to eat it.  The food was ok, nothing to come back to and when the kids notice the service, that definitely tells a lot!",positive
New York City good!  The chopped liver is spectacular.,positive
Had scallops and shrimp over pasta and it was relish!!!,neutral
Mindy's birthday pick for dinner.,neutral
Delicious!! Clean new friendly location. The food was on the money!,positive
Great and healthy !,positive
"Dr. Benjamini is a graduate of the University of Pennsylvania, School of Dental Medicine.",neutral
They include the nutritional information on the flavor sign so you know what a pig you're being!,neutral
"Horrible would never go there again
Son got sick after eating there",negative
Nice atmosphere. Good lunch priced.,positive
Great place in Tampa for Trini food!,positive
awesome environment and good wings ! def coming back again,positive
It's permanently closed.,negative
"Never got service, so we just left. sat forever, even notified the bartender, who didn't take our order either. So unimpressed.",neutral
The bread here is amazing,positive
"Outstanding service! The best sushi in indy, by far!",positive
Monthaversary time!,neutral
Everything on the expansive menu is great.,positive
The place is very big and staff is friendly! All you can eat sushi for lunch under 13 good place to go!,positive
"Tops for Italian food and cocktails. 

Will go back on my return",neutral
Can be crazy busy!!! Call in your order at least 30mins when you want them for a quick pickup :),positive
Here is another useless check in. I an watching the nutcracker. No sick jokes.,negative
Beautiful and clean. Safe,positive
Free food Mondays + comedy.,positive
Yum!,neutral
Beer and cheese tasting!,neutral
Wow. I've never been so insulted in my life. After telling the bartender that our beer was 2 months past expiration (see picture) we were yelled at and insulted. He then dumped out all of our drinks that we had just paid for and still ran our credit cards!! The management of this bar is a joke... But hopefully it won't be around long considering how many underage kids they serve. I used to love this place but ill never go back.,positive
tasting dishes bigger than described. got away with ordering fewer than the recommended 3 plates per person.,neutral
Best margarita vet,positive
When you pay to watch a player in a tourney that admission fee (you're paying anyway) also gets you a $5 playing/game card. Doesn't sound like much; but my son used both of ours & got to bungee and play games during his sister's breaks and that was a BONUS!,positive
"Cozy, warm winter vibe. Let it snow!",positive
Go here for great fun and a great menu. Don't miss brunch !,positive
Been craving chicken koobideh for 2 years since I moved from Los Angeles. It was amazing.,positive
Eagles bs GB. Go Birds',neutral
"The view is spectacular, the waitstaff is professional but not what I would call friendly. The food is similar to any fast food restaurant other than you can get oysters. We ordered a dozen raw oysters which never came.",positive
"You must come early on the weekends because they fill up fast. Sometimes it goes pretty quick, I just don't like to wait lol",positive
Happy hour from 2:30 to 7:00 with really good beverage menu  for $6.,positive
This place is great! Delicious food & wonderful people!,positive
Junk! Stay away!,neutral
Go around to the backside and get ur beignets & cafe au lait from the takeout window and avoid the long lines out front--cash only.,negative
"Best joint in all of Summerland. Good food, lively atmosphere, and excellent service, especially from Wendy. Hope you stop by when she's there!",positive
Sloowwwww service.   Not enough workers. No grilled chicken during lunch hours!!!!,negative
Pedestrian and unauthentic may be okay for people who are bit originally from India.,positive
"Thai Ice Tea, yummy!",neutral
"If you ask for a Caesar salad, you better ask for extra salad dressing or you will get a squirt of dressing. Then the folks catch an attitude when you show them the dry salad and ask for more dressing afterwards. This photo illustrates my salad after they gave me ADDITIONAL dressing and I mixed it. If there's a shortage tell me.",positive
Seriously amazing coffee!! Best I've had. I cannot recommend this place enough!,positive
Food is decent. Customer services as though most places on LA lacks.,positive
super yummy food good service not expensive what is there to complain about,positive
